ElapsedS; File; Object; Format; Symmetry; Rows; Columns; NonzeroEntries; FieldType; MinValue; MaxValue; Coordinate_RIB; Coordinate_CIB; Coordinate_VB; Coordinate_Bytes; CSR_Bytes; CSR_Timing; SCSR_Bytes; SCSR_Timing; SCSR+_Bytes; CSC_Bytes; SCSC_Bytes; SCSC+_Bytes
0; 08blocks.mtx; Matrix; Coordinate; General; 300; 300; 592; Integer; 1; 100; 2; 2; 4; 4736; 4154; 8; 4154; 13; 2378; 4740; 4740; 2964
0; 130bit.mtx; Matrix; Coordinate; General; 584; 575; 6120; Pattern; 1; 1; 2; 2; 2; 36720; 25650; 114; 25650; 160; 13410; 36724; 36724; 24484
1; 144.mtx; Matrix; Coordinate; Symmetric; 144649; 144649; 1074393; Pattern; 1; 1; 4; 4; 2; 21487860; 13471316; 19186; 9463052; 41424; 5165480; 21487868; 12888908; 8591336
1; 144_Dbg.mtx; Matrix; Coordinate; Symmetric; 144649; 144649; 1074393; Pattern; 1; 1; 4; 4; 2; 21487860; 13471316; 21894; 9463052; 36633; 5165480; 21487868; 12888902; 8591330
6; 2cubes_sphere.mtx; Matrix; Coordinate; Symmetric; 101492; 101492; 874378; Real; -3.92893e+09; 2.52063e+10; 4; 4; 4; 20985072; 13584084; 13058; 10289560; 31980; 10289560; 19767172; 13177862; 13177862
0; 494_bus.mtx; Matrix; Coordinate; Symmetric; 494; 494; 1080; Real; -10000; 20007.7; 2; 2; 4; 17280; 10986; 16; 10986; 34; 7654; 13330; 13330; 9998
1; 598a.mtx; Matrix; Coordinate; Symmetric; 110971; 110971; 741934; Pattern; 1; 1; 4; 4; 2; 14838680; 9347096; 12982; 6379364; 27018; 3411628; 14838688; 8901958; 5934222
0; 662_bus.mtx; Matrix; Coordinate; Symmetric; 662; 662; 1568; Real; -2000; 2016.13; 2; 2; 4; 25088; 16170; 18; 16170; 39; 11222; 19794; 19794; 14846
0; 685_bus.mtx; Matrix; Coordinate; Symmetric; 685; 685; 1967; Real; -10000; 26185.5; 2; 2; 4; 31472; 20866; 25; 20866; 52; 14368; 25994; 25994; 19496
1; a0nsdsil.mtx; Matrix; Coordinate; Symmetric; 80016; 80016; 200021; Real; -9.99829; 9.99978; 4; 4; 4; 4800504; 3160340; 41997; 2410268; 44198; 1345166; 4260416; 2840286; 1775184
1; a2nnsnsl.mtx; Matrix; Coordinate; Symmetric; 80016; 80016; 196115; Real; -9.99959; 1; 4; 4; 4; 4706760; 3097844; 38127; 2363396; 48395; 974508; 4166672; 2777790; 1388902
0; abb313.mtx; Matrix; Coordinate; General; 313; 176; 1557; Pattern; 1; 1; 2; 2; 2; 9342; 6856; 30; 6856; 21; 3742; 9342; 9342; 6228
1; ACTIVSg70K.mtx; Matrix; Coordinate; Symmetric; 69999; 69999; 154313; Real; -100103; 100000; 4; 4; 4; 3703512; 2189016; 1781; 1711338; 3605; 1472711; 2863528; 1908988; 1670361
0; adjnoun.mtx; Matrix; Coordinate; Symmetric; 112; 112; 425; Pattern; 1; 1; 2; 2; 2; 5100; 3626; 13; 3626; 22; 1926; 5098; 5098; 3398
2; apache1.mtx; Matrix; Coordinate; Symmetric; 80800; 80800; 311492; Real; -90000; 180016; 4; 4; 4; 7475808; 4660676; 2515; 3547398; 7018; 3005214; 6506212; 4337482; 3795298
0; arc130.mtx; Matrix; Coordinate; General; 130; 130; 1282; Real; -105156; 10.5206; 2; 2; 4; 10256; 7954; 63; 7954; 105; 4108; 10258; 10258; 6412
0; ash219.mtx; Matrix; Coordinate; General; 219; 85; 438; Pattern; 1; 1; 2; 2; 2; 2628; 2192; 3; 2192; 5; 1316; 2562; 2562; 1686
0; ash292.mtx; Matrix; Coordinate; Symmetric; 292; 292; 1250; Pattern; 1; 1; 2; 2; 2; 15000; 10586; 31; 10586; 61; 5586; 14418; 14418; 9418
0; ash331.mtx; Matrix; Coordinate; General; 331; 104; 662; Pattern; 1; 1; 2; 2; 2; 3972; 3312; 2; 3312; 7; 1988; 3922; 3922; 2598
0; ash608.mtx; Matrix; Coordinate; General; 608; 188; 1216; Pattern; 1; 1; 2; 2; 2; 7296; 6082; 4; 6082; 12; 3650; 7214; 7214; 4782
0; ash85.mtx; Matrix; Coordinate; Symmetric; 85; 85; 304; Pattern; 1; 1; 2; 2; 2; 3648; 2604; 6; 2604; 17; 1388; 3480; 3480; 2264
0; ash958.mtx; Matrix; Coordinate; General; 958; 292; 1916; Pattern; 1; 1; 2; 2; 2; 11496; 9582; 10; 9582; 30; 5750; 11368; 11368; 7536
15; ASIC_100k.mtx; Matrix; Coordinate; General; 99340; 99340; 954163; Real; -1e+06; 1e+06; 4; 4; 4; 11449956; 8030668; 4775977; 6122346; 2231874; 5168183; 11449956; 7626852; 6672689
4; ASIC_100ks.mtx; Matrix; Coordinate; General; 99190; 99190; 578890; Real; -1e+06; 1e+06; 4; 4; 4; 6946680; 5027884; 4816; 3870102; 10029; 3291212; 6946684; 4628668; 4049778
0; b1_ss.mtx; Matrix; Coordinate; General; 7; 7; 15; Real; -1; 1; 2; 2; 4; 120; 106; 0; 106; 0; 46; 124; 124; 64
23; barrier2-1.mtx; Matrix; Coordinate; General; 113076; 113076; 3805068; Real; -7.11628e+11; 5.50144e+11; 4; 4; 4; 45660816; 30892852; 75336; 23282720; 81489; 23282720; 45660820; 30440556; 30440556
22; barrier2-10.mtx; Matrix; Coordinate; General; 115625; 115625; 3897557; Real; -7.11628e+11; 6.9897e+11; 4; 4; 4; 46770684; 31642960; 77696; 23847850; 84045; 23847850; 46770688; 31180468; 31180468
23; barrier2-11.mtx; Matrix; Coordinate; General; 115625; 115625; 3897557; Real; -7.11628e+11; 6.9897e+11; 4; 4; 4; 46770684; 31642960; 78062; 23847850; 84446; 23847850; 46770688; 31180468; 31180468
23; barrier2-12.mtx; Matrix; Coordinate; General; 115625; 115625; 3897557; Real; -7.11628e+11; 6.9897e+11; 4; 4; 4; 46770684; 31642960; 79210; 23847850; 85932; 23847850; 46770688; 31180468; 31180468
28; barrier2-2.mtx; Matrix; Coordinate; General; 113076; 113076; 3805068; Real; -7.11628e+11; 5.50144e+11; 4; 4; 4; 45660816; 30892852; 72899; 23282720; 79582; 23282720; 45660820; 30440556; 30440556
20; barrier2-3.mtx; Matrix; Coordinate; General; 113076; 113076; 3805068; Real; -7.11628e+11; 5.50144e+11; 4; 4; 4; 45660816; 30892852; 76954; 23282720; 79616; 23282720; 45660820; 30440556; 30440556
22; barrier2-4.mtx; Matrix; Coordinate; General; 113076; 113076; 3805068; Real; -7.11628e+11; 5.50144e+11; 4; 4; 4; 45660816; 30892852; 76834; 23282720; 90389; 23282720; 45660820; 30440556; 30440556
23; barrier2-9.mtx; Matrix; Coordinate; General; 115625; 115625; 3897557; Real; -7.11628e+11; 6.9897e+11; 4; 4; 4; 46770684; 31642960; 79842; 23847850; 87616; 23847850; 46770688; 31180468; 31180468
4; Baumann.mtx; Matrix; Coordinate; General; 112211; 112211; 760631; Real; -12500; 12948.4; 4; 4; 4; 9127572; 6533896; 3163; 4921508; 8330; 3400246; 9127576; 6085058; 4563796
2; bcircuit.mtx; Matrix; Coordinate; General; 68902; 68902; 375558; Real; -5257.81; 44661.5; 4; 4; 4; 4506696; 3280076; 2469; 2528964; 5485; 1777848; 4506700; 3002544; 2251428
0; bcspwr01.mtx; Matrix; Coordinate; Symmetric; 39; 39; 85; Pattern; 1; 1; 2; 2; 2; 1020; 760; 6; 760; 11; 420; 944; 944; 604
0; bcspwr02.mtx; Matrix; Coordinate; Symmetric; 49; 49; 108; Pattern; 1; 1; 2; 2; 2; 1296; 964; 8; 964; 16; 532; 1200; 1200; 768
0; bcspwr03.mtx; Matrix; Coordinate; Symmetric; 118; 118; 297; Pattern; 1; 1; 2; 2; 2; 3564; 2614; 10; 2614; 19; 1426; 3330; 3330; 2142
0; bcspwr04.mtx; Matrix; Coordinate; Symmetric; 274; 274; 943; Pattern; 1; 1; 2; 2; 2; 11316; 8094; 31; 8094; 61; 4322; 10770; 10770; 6998
0; bcspwr05.mtx; Matrix; Coordinate; Symmetric; 443; 443; 1033; Pattern; 1; 1; 2; 2; 2; 12396; 9152; 31; 9152; 64; 5020; 11512; 11512; 7380
0; bcsstk01.mtx; Matrix; Coordinate; Symmetric; 48; 48; 224; Real; -1.0978e+08; 2.47239e+09; 2; 2; 4; 3584; 2498; 4; 2498; 13; 2498; 3202; 3202; 3202
0; bcsstk02.mtx; Matrix; Coordinate; Symmetric; 66; 66; 2211; Real; -3897.62; 11761.3; 2; 2; 4; 35376; 26270; 164; 26270; 305; 17558; 34850; 34850; 26138
0; bcsstk03.mtx; Matrix; Coordinate; Symmetric; 112; 112; 376; Real; -3.04149e+10; 1.71258e+11; 2; 2; 4; 6016; 4066; 3; 4066; 8; 4066; 5122; 5122; 5122
0; bcsstk04.mtx; Matrix; Coordinate; Symmetric; 132; 132; 1890; Real; -649218; 8.04211e+06; 2; 2; 4; 30240; 22154; 62; 22154; 111; 18506; 29186; 29186; 25538
0; bcsstk05.mtx; Matrix; Coordinate; Symmetric; 153; 153; 1288; Real; -1.43899e+06; 3.29908e+06; 2; 2; 4; 20608; 14846; 27; 14846; 62; 12423; 19386; 19386; 16963
0; bcsstk06.mtx; Matrix; Coordinate; Symmetric; 420; 420; 4140; Real; -2.38157e+07; 2.42137e+09; 2; 2; 4; 66240; 48002; 85; 48002; 170; 48002; 62882; 62882; 62882
0; bcsstk07.mtx; Matrix; Coordinate; Symmetric; 420; 420; 4140; Real; -2.38157e+07; 2.42137e+09; 2; 2; 4; 66240; 48002; 90; 48002; 171; 48002; 62882; 62882; 62882
0; bcsstk19.mtx; Matrix; Coordinate; Symmetric; 817; 817; 3835; Real; -7.99466e+12; 1.39889e+14; 2; 2; 4; 61360; 42754; 43; 42754; 138; 42754; 54826; 54826; 54826
0; bcsstk20.mtx; Matrix; Coordinate; Symmetric; 485; 485; 1810; Real; -2.69771e+14; 1.21231e+16; 2; 2; 4; 28960; 19782; 27; 19782; 105; 19782; 25082; 25082; 25082
0; bcsstk22.mtx; Matrix; Coordinate; Symmetric; 138; 138; 417; Real; -1.59957e+06; 4.59261e+06; 2; 2; 4; 6672; 4454; 14; 4454; 62; 3758; 5570; 5570; 4874
0; bcsstk34.mtx; Matrix; Coordinate; Symmetric; 588; 588; 11003; Real; -6.60513e+06; 1.3957e+07; 2; 2; 4; 176048; 129686; 1367; 129686; 731; 108268; 171346; 171346; 149928
0; bcsstm01.mtx; Matrix; Coordinate; Symmetric; 48; 48; 48; Integer; 0; 200; 2; 2; 4; 768; 386; 0; 386; 0; 242; 386; 386; 242
0; bcsstm02.mtx; Matrix; Coordinate; Symmetric; 66; 66; 66; Real; 0.0197469; 0.172829; 2; 2; 4; 1056; 530; 0; 530; 3; 266; 530; 530; 266
0; bcsstm03.mtx; Matrix; Coordinate; Symmetric; 112; 112; 112; Real; 0; 5403.5; 2; 2; 4; 1792; 898; 0; 898; 2; 674; 898; 898; 674
0; bcsstm04.mtx; Matrix; Coordinate; Symmetric; 132; 132; 132; Real; 0; 0.172829; 2; 2; 4; 2112; 1058; 0; 1058; 3; 530; 1058; 1058; 530
0; bcsstm05.mtx; Matrix; Coordinate; Symmetric; 153; 153; 153; Real; 0.0730779; 0.927954; 2; 2; 4; 2448; 1226; 0; 1226; 1; 614; 1226; 1226; 614
0; bcsstm06.mtx; Matrix; Coordinate; Symmetric; 420; 420; 420; Real; 0.00219908; 7602.41; 2; 2; 4; 6720; 3362; 1; 3362; 16; 2522; 3362; 3362; 2522
0; bcsstm07.mtx; Matrix; Coordinate; Symmetric; 420; 420; 3836; Real; -752.492; 1737.98; 2; 2; 4; 61376; 44354; 70; 44354; 183; 29850; 58018; 58018; 43514
0; bcsstm19.mtx; Matrix; Coordinate; Symmetric; 817; 817; 817; Real; 169.189; 3.95452e+07; 2; 2; 4; 13072; 6538; 5; 6538; 11; 6538; 6538; 6538; 6538
0; bcsstm20.mtx; Matrix; Coordinate; Symmetric; 485; 485; 485; Real; 187.154; 4.77956e+07; 2; 2; 4; 7760; 3882; 2; 3882; 5; 3882; 3882; 3882; 3882
0; bcsstm22.mtx; Matrix; Coordinate; Symmetric; 138; 138; 138; Real; 1.0345e-05; 0.00973767; 2; 2; 4; 2208; 1106; 0; 1106; 2; 554; 1106; 1106; 554
0; bcsstm34.mtx; Matrix; Coordinate; Symmetric; 588; 588; 12429; Real; -2.3323; 5.08781; 2; 2; 4; 198864; 146798; 760; 146798; 917; 73988; 194162; 194162; 121352
0; beacxc.mtx; Matrix; Coordinate; General; 497; 506; 50409; Real; -0.0248691; 1; 2; 2; 4; 403272; 303450; 3719; 303450; 5403; 101814; 403274; 403274; 201638
0; beaflw.mtx; Matrix; Coordinate; General; 497; 507; 53403; Real; -15843.1; 131948; 2; 2; 4; 427224; 321414; 4348; 321414; 4605; 268011; 427202; 427202; 373799
0; beause.mtx; Matrix; Coordinate; General; 497; 507; 44551; Real; -15843.1; 131948; 2; 2; 4; 356408; 268302; 3656; 268302; 5439; 223751; 356386; 356386; 311835
0; bfwa398.mtx; Matrix; Coordinate; General; 398; 398; 3678; Real; -2.428; 6.29751; 2; 2; 4; 29424; 22866; 33; 22866; 58; 11832; 29426; 29426; 18392
0; bfwa62.mtx; Matrix; Coordinate; General; 62; 62; 450; Real; -2.47265; 6.11893; 2; 2; 4; 3600; 2826; 4; 2826; 9; 1476; 3602; 3602; 2252
0; bfwa782.mtx; Matrix; Coordinate; General; 782; 782; 7514; Real; -4.31804; 8.547; 2; 2; 4; 60112; 46650; 82; 46650; 154; 24108; 60114; 60114; 37572
0; bfwb398.mtx; Matrix; Coordinate; Symmetric; 398; 398; 1654; Real; -1.6e-05; 1e-06; 2; 2; 4; 26464; 18258; 56; 18258; 58; 6618; 23282; 23282; 11642
0; bfwb62.mtx; Matrix; Coordinate; Symmetric; 62; 62; 202; Real; -0.0001; 6.25e-06; 2; 2; 4; 3232; 2178; 3; 2178; 7; 810; 2738; 2738; 1370
0; bfwb782.mtx; Matrix; Coordinate; Symmetric; 782; 782; 3382; Real; -1.17552e-05; 7.34701e-07; 2; 2; 4; 54112; 37458; 63; 37458; 121; 13530; 47858; 47858; 23930
0; bibd_11_5.mtx; Matrix; Coordinate; General; 55; 462; 4620; Pattern; 1; 1; 2; 2; 2; 27720; 18592; 176; 18592; 328; 9352; 27722; 27722; 18482
0; bibd_12_4.mtx; Matrix; Coordinate; General; 66; 495; 2970; Pattern; 1; 1; 2; 2; 2; 17820; 12014; 86; 12014; 143; 6074; 17822; 17822; 11882
0; bibd_12_5.mtx; Matrix; Coordinate; General; 66; 792; 7920; Pattern; 1; 1; 2; 2; 2; 47520; 31814; 416; 31814; 493; 15974; 47522; 47522; 31682
0; bibd_15_3.mtx; Matrix; Coordinate; General; 105; 455; 1365; Pattern; 1; 1; 2; 2; 2; 8190; 5672; 15; 5672; 33; 2942; 8192; 8192; 5462
0; bibd_17_3.mtx; Matrix; Coordinate; General; 136; 680; 2040; Pattern; 1; 1; 2; 2; 2; 12240; 8434; 26; 8434; 53; 4354; 12242; 12242; 8162
0; bibd_9_3.mtx; Matrix; Coordinate; General; 36; 84; 252; Pattern; 1; 1; 2; 2; 2; 1512; 1082; 2; 1082; 3; 578; 1514; 1514; 1010
0; bibd_9_5.mtx; Matrix; Coordinate; General; 36; 126; 1260; Pattern; 1; 1; 2; 2; 2; 7560; 5114; 183; 5114; 115; 2594; 7562; 7562; 5042
30; bmw7st_1.mtx; Matrix; Coordinate; Symmetric; 141347; 141347; 3740507; Real; -1.10896e+13; 5.3258e+15; 4; 4; 4; 89772168; 59282728; 183916; 44852114; 266728; 44852114; 88076008; 58716954; 58716954
41; bmwcra_1.mtx; Matrix; Coordinate; Symmetric; 148770; 148770; 5396386; Real; -5.37747e+06; 1.08608e+07; 4; 4; 4; 129513264; 85747100; 327011; 64613448; 441991; 53969446; 127728028; 85152044; 74508042
20; boneS01.mtx; Matrix; Coordinate; Symmetric; 127224; 127224; 3421188; Real; -4273.5; 18803.4; 4; 4; 4; 82108512; 54230116; 181313; 40682492; 298508; 27252188; 80581828; 53721226; 40290922
20; boyd1.mtx; Matrix; Coordinate; Symmetric; 93279; 93279; 652246; Real; -7.806e+08; 1.2065e+09; 4; 4; 4; 15653904; 10062968; 11306087; 7640490; 5487157; 7640490; 14534776; 9689858; 9689858
0; bp_0.mtx; Matrix; Coordinate; General; 822; 822; 3276; Real; -206.9; 238.95; 2; 2; 4; 26208; 21302; 77; 21302; 123; 11474; 26180; 26180; 16352
0; bp_1000.mtx; Matrix; Coordinate; General; 822; 822; 4661; Real; -206.9; 238.95; 2; 2; 4; 37288; 29612; 103; 29612; 165; 15629; 37272; 37272; 23289
0; bp_1200.mtx; Matrix; Coordinate; General; 822; 822; 4726; Real; -206.9; 238.95; 2; 2; 4; 37808; 30002; 97; 30002; 168; 15824; 37794; 37794; 23616
0; bp_1400.mtx; Matrix; Coordinate; General; 822; 822; 4790; Real; -206.9; 238.95; 2; 2; 4; 38320; 30386; 104; 30386; 159; 16016; 38306; 38306; 23936
0; bp_1600.mtx; Matrix; Coordinate; General; 822; 822; 4841; Real; -206.9; 238.95; 2; 2; 4; 38728; 30692; 103; 30692; 171; 16169; 38716; 38716; 24193
0; bp_200.mtx; Matrix; Coordinate; General; 822; 822; 3802; Real; -206.9; 238.95; 2; 2; 4; 30416; 24458; 77; 24458; 137; 13052; 30388; 30388; 18982
0; bp_400.mtx; Matrix; Coordinate; General; 822; 822; 4028; Real; -155.16; 225.9; 2; 2; 4; 32224; 25814; 110; 25814; 247; 13730; 32206; 32206; 20122
0; bp_600.mtx; Matrix; Coordinate; General; 822; 822; 4172; Real; -206.9; 238.95; 2; 2; 4; 33376; 26678; 67; 26678; 106; 14162; 33358; 33358; 20842
0; bp_800.mtx; Matrix; Coordinate; General; 822; 822; 4534; Real; -206.9; 238.95; 2; 2; 4; 36272; 28850; 90; 28850; 149; 15248; 36254; 36254; 22652
0; bwm200.mtx; Matrix; Coordinate; General; 200; 200; 796; Real; -615.696; 310.073; 2; 2; 4; 6368; 5178; 4; 5178; 12; 3586; 6370; 6370; 4778
2; c-69.mtx; Matrix; Coordinate; Symmetric; 67458; 67458; 345714; Real; -24.4996; 395053; 4; 4; 4; 8297136; 5261596; 12148; 3959454; 17882; 3335484; 7487644; 4990832; 4366862
2; c-70.mtx; Matrix; Coordinate; Symmetric; 68924; 68924; 363955; Real; -24.6143; 403225; 4; 4; 4; 8734920; 5547588; 13242; 4177154; 19812; 3518168; 7907836; 5271900; 4612914
3; c-71.mtx; Matrix; Coordinate; Symmetric; 76638; 76638; 468096; Real; -31.5559; 52050.3; 4; 4; 4; 11234304; 7182988; 21940; 5422442; 31578; 3703334; 10314652; 6876442; 5157334
2; c-72.mtx; Matrix; Coordinate; Symmetric; 84064; 84064; 395811; Real; -24.8682; 221623; 4; 4; 4; 9499464; 5996724; 14485; 4546442; 18614; 3838884; 8490700; 5660142; 4952584
0; cage.mtx; Matrix; Coordinate; Symmetric; 366; 366; 2562; Pattern; 1; 1; 2; 2; 2; 30744; 21230; 46; 21230; 123; 10982; 30748; 30748; 20500
10; cage12.mtx; Matrix; Coordinate; General; 130228; 130228; 2032536; Real; 0.0125046; 0.924972; 4; 4; 4; 24390432; 16781204; 14964; 12690010; 33653; 4559866; 24390436; 16247608; 8117464
0; cage3.mtx; Matrix; Coordinate; General; 5; 5; 19; Real; 0.0500184; 0.666667; 2; 2; 4; 152; 126; 0; 126; 1; 50; 154; 154; 78
0; cage4.mtx; Matrix; Coordinate; General; 9; 9; 49; Real; 0.0375138; 0.75; 2; 2; 4; 392; 314; 0; 314; 2; 118; 394; 394; 198
0; cage5.mtx; Matrix; Coordinate; General; 37; 37; 233; Real; 0.0300111; 0.819934; 2; 2; 4; 1864; 1474; 3; 1474; 6; 542; 1866; 1866; 934
0; cage6.mtx; Matrix; Coordinate; General; 93; 93; 785; Real; 0.0250092; 0.849945; 2; 2; 4; 6280; 4898; 5; 4898; 13; 1758; 6282; 6282; 3142
0; cage7.mtx; Matrix; Coordinate; General; 340; 340; 3084; Real; 0.0214365; 0.871381; 2; 2; 4; 24672; 19186; 33; 19186; 64; 6850; 24674; 24674; 12338
0; CAG_mat364.mtx; Matrix; Coordinate; General; 364; 364; 13585; Integer; 1; 55; 2; 2; 4; 108680; 82240; 1003; 82240; 1364; 41485; 108682; 108682; 67927
0; CAG_mat72.mtx; Matrix; Coordinate; General; 72; 72; 1012; Integer; 1; 21; 2; 2; 4; 8096; 6218; 16; 6218; 30; 3182; 8098; 8098; 5062
0; can_144.mtx; Matrix; Coordinate; Symmetric; 144; 144; 720; Pattern; 1; 1; 2; 2; 2; 8640; 6050; 34; 6050; 72; 3170; 8354; 8354; 5474
0; can_161.mtx; Matrix; Coordinate; Symmetric; 161; 161; 769; Pattern; 1; 1; 2; 2; 2; 9228; 6476; 21; 6476; 42; 3400; 8908; 8908; 5832
0; can_187.mtx; Matrix; Coordinate; Symmetric; 187; 187; 839; Pattern; 1; 1; 2; 2; 2; 10068; 7088; 16; 7088; 35; 3732; 9696; 9696; 6340
0; can_229.mtx; Matrix; Coordinate; Symmetric; 229; 229; 1003; Pattern; 1; 1; 2; 2; 2; 12036; 8484; 19; 8484; 44; 4472; 11580; 11580; 7568
0; can_24.mtx; Matrix; Coordinate; Symmetric; 24; 24; 92; Pattern; 1; 1; 2; 2; 2; 1104; 786; 3; 786; 6; 418; 1058; 1058; 690
0; can_256.mtx; Matrix; Coordinate; Symmetric; 256; 256; 1586; Pattern; 1; 1; 2; 2; 2; 19032; 13202; 36; 13202; 69; 6858; 18522; 18522; 12178
0; can_268.mtx; Matrix; Coordinate; Symmetric; 268; 268; 1675; Pattern; 1; 1; 2; 2; 2; 20100; 13938; 44; 13938; 70; 7238; 19566; 19566; 12866
0; can_292.mtx; Matrix; Coordinate; Symmetric; 292; 292; 1416; Pattern; 1; 1; 2; 2; 2; 16992; 11914; 39; 11914; 78; 6250; 16410; 16410; 10746
0; can_445.mtx; Matrix; Coordinate; Symmetric; 445; 445; 2127; Pattern; 1; 1; 2; 2; 2; 25524; 17908; 33; 17908; 70; 9400; 24636; 24636; 16128
0; can_61.mtx; Matrix; Coordinate; Symmetric; 61; 61; 309; Pattern; 1; 1; 2; 2; 2; 3708; 2596; 10; 2596; 18; 1360; 3588; 3588; 2352
0; can_62.mtx; Matrix; Coordinate; Symmetric; 62; 62; 140; Pattern; 1; 1; 2; 2; 2; 1680; 1246; 4; 1246; 9; 686; 1558; 1558; 998
0; can_634.mtx; Matrix; Coordinate; Symmetric; 634; 634; 3931; Pattern; 1; 1; 2; 2; 2; 47172; 32718; 108; 32718; 193; 16994; 45906; 45906; 30182
0; can_715.mtx; Matrix; Coordinate; Symmetric; 715; 715; 3690; Pattern; 1; 1; 2; 2; 2; 44280; 30952; 91; 30952; 128; 16192; 42852; 42852; 28092
0; can_73.mtx; Matrix; Coordinate; Symmetric; 73; 73; 225; Pattern; 1; 1; 2; 2; 2; 2700; 1948; 5; 1948; 11; 1048; 2556; 2556; 1656
0; can_838.mtx; Matrix; Coordinate; Symmetric; 838; 838; 5424; Pattern; 1; 1; 2; 2; 2; 65088; 45070; 109; 45070; 356; 23374; 63414; 63414; 41718
0; can_96.mtx; Matrix; Coordinate; Symmetric; 96; 96; 432; Pattern; 1; 1; 2; 2; 2; 5184; 3650; 6; 3650; 24; 1922; 4994; 4994; 3266
0; cat_ears_2_1.mtx; Matrix; Coordinate; General; 85; 85; 254; Pattern; 1; 1; 2; 2; 2; 1524; 1188; 3; 1188; 6; 680; 1500; 1500; 992
0; cat_ears_3_1.mtx; Matrix; Coordinate; General; 204; 181; 542; Pattern; 1; 1; 2; 2; 2; 3252; 2578; 7; 2578; 14; 1494; 3164; 3164; 2080
0; cat_ears_4_1.mtx; Matrix; Coordinate; General; 377; 313; 938; Pattern; 1; 1; 2; 2; 2; 5628; 4508; 12; 4508; 20; 2632; 5440; 5440; 3564
0; cavity01.mtx; Matrix; Coordinate; General; 317; 317; 7327; Real; -2.48889; 8.53333; 2; 2; 4; 58616; 44598; 164; 44598; 267; 22617; 58618; 58618; 36637
0; cavity02.mtx; Matrix; Coordinate; General; 317; 317; 7327; Real; -11.6838; 14.8728; 2; 2; 4; 58616; 44598; 192; 44598; 336; 22617; 58618; 58618; 36637
0; cavity03.mtx; Matrix; Coordinate; General; 317; 317; 7327; Real; -24.5672; 25.433; 2; 2; 4; 58616; 44598; 157; 44598; 300; 22617; 58618; 58618; 36637
0; cavity04.mtx; Matrix; Coordinate; General; 317; 317; 7327; Real; -40.5752; 37.7899; 2; 2; 4; 58616; 44598; 193; 44598; 323; 22617; 58618; 58618; 36637
0; cdde1.mtx; Matrix; Coordinate; General; 961; 961; 4681; Real; -1.0625; 3.9707; 2; 2; 4; 37448; 30010; 28; 30010; 77; 15967; 37450; 37450; 23407
0; cdde2.mtx; Matrix; Coordinate; General; 961; 961; 4681; Real; -2.5625; 3.9707; 2; 2; 4; 37448; 30010; 31; 30010; 74; 15967; 37450; 37450; 23407
0; cdde3.mtx; Matrix; Coordinate; General; 961; 961; 4681; Real; -1.0625; 3.92188; 2; 2; 4; 37448; 30010; 41; 30010; 73; 15967; 37450; 37450; 23407
0; cdde4.mtx; Matrix; Coordinate; General; 961; 961; 4681; Real; -2.5625; 3.92188; 2; 2; 4; 37448; 30010; 28; 30010; 78; 15967; 37450; 37450; 23407
0; cdde5.mtx; Matrix; Coordinate; General; 961; 961; 4681; Real; -1.0625; 3.75586; 2; 2; 4; 37448; 30010; 26; 30010; 74; 15967; 37450; 37450; 23407
0; cdde6.mtx; Matrix; Coordinate; General; 961; 961; 4681; Real; -2.5625; 3.75586; 2; 2; 4; 37448; 30010; 17; 30010; 66; 15967; 37450; 37450; 23407
0; celegansneural.mtx; Matrix; Coordinate; General; 297; 297; 2345; Integer; 1; 70; 2; 2; 4; 18760; 14666; 29; 14666; 47; 7631; 18722; 18722; 11687
0; celegans_metabolic.mtx; Matrix; Coordinate; Symmetric; 453; 453; 2040; Integer; 1; 114; 2; 2; 4; 32640; 25298; 80; 25298; 124; 13103; 32524; 32524; 20329
5; cfd1.mtx; Matrix; Coordinate; Symmetric; 70656; 70656; 949510; Real; -0.797418; 1; 4; 4; 4; 22788240; 14909540; 19445; 11243088; 40126; 3929632; 21940372; 14626906; 7313450
9; cfd2.mtx; Matrix; Coordinate; Symmetric; 123440; 123440; 1605669; Real; -0.836178; 1; 4; 4; 4; 38536056; 25196948; 32701; 18907980; 64834; 6556388; 37054780; 24703180; 12351588
0; ch3-3-b1.mtx; Matrix; Coordinate; General; 18; 9; 36; Integer; -1; 1; 2; 2; 4; 288; 254; 0; 254; 1; 110; 292; 292; 148
0; ch3-3-b2.mtx; Matrix; Coordinate; General; 6; 18; 18; Integer; -1; 1; 2; 2; 4; 144; 122; 0; 122; 0; 50; 148; 148; 76
0; ch4-4-b1.mtx; Matrix; Coordinate; General; 72; 16; 144; Integer; -1; 1; 2; 2; 4; 1152; 1010; 1; 1010; 2; 434; 1156; 1156; 580
0; ch4-4-b2.mtx; Matrix; Coordinate; General; 96; 72; 288; Integer; -1; 1; 2; 2; 4; 2304; 1922; 1; 1922; 5; 770; 2308; 2308; 1156
0; ch4-4-b3.mtx; Matrix; Coordinate; General; 24; 96; 96; Integer; -1; 1; 2; 2; 4; 768; 626; 0; 626; 2; 242; 772; 772; 388
0; ch5-5-b1.mtx; Matrix; Coordinate; General; 200; 25; 400; Integer; -1; 1; 2; 2; 4; 3200; 2802; 4; 2802; 12; 1202; 3204; 3204; 1604
