ElapsedS; File; Object; Format; Symmetry; Rows; Columns; NonzeroEntries; FieldType; MinValue; MaxValue; Coordinate_RIB; Coordinate_CIB; Coordinate_VB; Coordinate_Bytes; CSR_Bytes; SCSR_Bytes; SCSR+_Bytes; CSC_Bytes; SCSC_Bytes; SCSC+_Bytes
0; GD97_c.mtx; Matrix; Coordinate; General; 452; 452; 460; Integer; 1; 17; 2; 2; 4; 3680; 2890; 2890; 1510; 3620; 3620; 2240
0; GD98_a.mtx; Matrix; Coordinate; General; 38; 38; 50; Pattern; 1; 1; 2; 2; 2; 300; 234; 234; 134; 260; 260; 160
0; GD98_b.mtx; Matrix; Coordinate; General; 121; 121; 207; Pattern; 1; 1; 2; 2; 2; 1242; 1072; 1072; 658; 1072; 1072; 658
0; GD98_c.mtx; Matrix; Coordinate; Symmetric; 112; 112; 168; Pattern; 1; 1; 2; 2; 2; 2016; 1570; 1570; 898; 1570; 1570; 898
0; GD99_b.mtx; Matrix; Coordinate; Symmetric; 64; 64; 127; Integer; 1; 2; 2; 2; 4; 2032; 1642; 1642; 886; 1642; 1642; 886
0; GD99_c.mtx; Matrix; Coordinate; General; 105; 105; 149; Pattern; 1; 1; 2; 2; 2; 894; 732; 732; 434; 806; 806; 508
31; Ge87H76.mtx; Matrix; Coordinate; Symmetric; 112985; 112985; 4002590; Real; -2.73784; 13.981; 4; 4; 4; 96062160; 63589504; 47645146; 23968561; 63589504; 47645146; 23968561
8; gearbox.mtx; Matrix; Coordinate; Symmetric; 153746; 153746; 4617075; Pattern; 1; 1; 4; 4; 2; 92341500; 56019888; 37249590; 18781290; 56019888; 37249590; 18781290
0; gent113.mtx; Matrix; Coordinate; General; 113; 113; 655; Pattern; 1; 1; 2; 2; 2; 3930; 2848; 2848; 1538; 2848; 2848; 1538
0; GL6_D_10.mtx; Matrix; Coordinate; General; 163; 341; 2053; Integer; -8; 8; 2; 2; 4; 16424; 12644; 12644; 6485; 12998; 12998; 6839
0; GL6_D_6.mtx; Matrix; Coordinate; General; 469; 201; 2526; Integer; -16; 64; 2; 2; 4; 20208; 16088; 16088; 8510; 15556; 15556; 7978
0; GL6_D_7.mtx; Matrix; Coordinate; General; 636; 470; 5378; Integer; -40; 15; 2; 2; 4; 43024; 33542; 33542; 17408; 33208; 33208; 17074
0; GL6_D_8.mtx; Matrix; Coordinate; General; 544; 637; 6153; Integer; -12; 15; 2; 2; 4; 49224; 38004; 38004; 19545; 38184; 38184; 19725
0; GL6_D_9.mtx; Matrix; Coordinate; General; 340; 545; 4349; Integer; -7; 8; 2; 2; 4; 34792; 26774; 26774; 13727; 27180; 27180; 14133
0; GL7d10.mtx; Matrix; Coordinate; General; 1; 60; 8; Integer; -1; 6; 2; 2; 4; 64; 52; 52; 28; 68; 68; 44
0; GlossGT.mtx; Matrix; Coordinate; General; 72; 72; 122; Pattern; 1; 1; 2; 2; 2; 732; 610; 610; 366; 562; 562; 318
0; goddardRocketProblem_1.mtx; Matrix; Coordinate; Symmetric; 831; 831; 4457; Real; -37707.8; 1.72128e+09; 2; 2; 4; 71312; 52652; 52652; 52652; 52652; 52652; 52652
0; goddardRocketProblem_2.mtx; Matrix; Coordinate; Symmetric; 867; 867; 4746; Real; -234.975; 203.519; 2; 2; 4; 75936; 56084; 56084; 28910; 56084; 56084; 28910
18; Goodwin_095.mtx; Matrix; Coordinate; General; 100037; 100037; 3226066; Real; -0.266667; 1; 4; 4; 4; 38712792; 26208680; 19559374; 6655110; 26208680; 19559398; 6655134
0; gre_115.mtx; Matrix; Coordinate; General; 115; 115; 421; Real; 5.96046e-08; 0.952381; 2; 2; 4; 3368; 2758; 2758; 1074; 2758; 2758; 1074
0; gre_185.mtx; Matrix; Coordinate; General; 185; 185; 1005; Real; 0; 0.9351; 2; 2; 4; 8040; 6402; 6402; 2382; 6402; 6402; 2382
0; gre_216a.mtx; Matrix; Coordinate; General; 216; 216; 876; Real; 0; 0.75; 2; 2; 4; 7008; 5690; 5690; 2186; 5690; 5690; 2186
0; gre_216b.mtx; Matrix; Coordinate; General; 216; 216; 876; Real; 0; 0.99032; 2; 2; 4; 7008; 5690; 5690; 2186; 5690; 5690; 2186
0; gre_343.mtx; Matrix; Coordinate; General; 343; 343; 1435; Real; 0; 0.75; 2; 2; 4; 11480; 9298; 9298; 3558; 9298; 9298; 3558
0; gre_512.mtx; Matrix; Coordinate; General; 512; 512; 2192; Real; 0; 0.75; 2; 2; 4; 17536; 14178; 14178; 5410; 14178; 14178; 5410
0; grid1.mtx; Matrix; Coordinate; Symmetric; 252; 252; 476; Pattern; 1; 1; 2; 2; 2; 5712; 4314; 4314; 2410; 4314; 4314; 2410
0; grid1_dual.mtx; Matrix; Coordinate; Symmetric; 224; 224; 420; Pattern; 1; 1; 2; 2; 2; 5040; 3810; 3810; 2130; 3810; 3810; 2130
0; gr_30_30.mtx; Matrix; Coordinate; Symmetric; 900; 900; 4322; Integer; -1; 8; 2; 2; 4; 69152; 48266; 48266; 25034; 48266; 48266; 25034
1; G_n_pin_pout.mtx; Matrix; Coordinate; Symmetric; 100000; 100000; 501198; Pattern; 1; 1; 4; 4; 2; 10023960; 6414360; 4383446; 2378654; 6414360; 4383446; 2378654
9; H2O.mtx; Matrix; Coordinate; Symmetric; 67024; 67024; 1141880; Real; -22.0238; 118.484; 4; 4; 4; 27405120; 18001988; 13443684; 6793476; 18001988; 13443684; 6793476
0; Hamrle1.mtx; Matrix; Coordinate; General; 32; 32; 98; Real; -156.79; 156.79; 2; 2; 4; 784; 654; 654; 360; 654; 654; 360
0; hangGlider_1.mtx; Matrix; Coordinate; Symmetric; 360; 360; 1838; Real; -2790.57; 10383.1; 2; 2; 4; 29408; 21584; 21584; 14630; 21584; 21584; 14630
0; Harvard500.mtx; Matrix; Coordinate; General; 500; 500; 2636; Pattern; 1; 1; 2; 2; 2; 15816; 11546; 11546; 6274; 11302; 11302; 6030
2; hcircuit.mtx; Matrix; Coordinate; General; 105676; 105676; 513072; Real; -21.8516; 44.0937; 4; 4; 4; 6156864; 4527284; 3378728; 1839512; 4527284; 3378752; 1839536
0; hor_131.mtx; Matrix; Coordinate; General; 434; 434; 4710; Real; -0.177; 0.254143; 2; 2; 4; 37680; 29130; 29130; 10290; 29130; 29130; 10290
0; ibm32.mtx; Matrix; Coordinate; General; 32; 32; 126; Pattern; 1; 1; 2; 2; 2; 756; 570; 570; 318; 570; 570; 318
0; id2010.mtx; Matrix; Coordinate; Symmetric; 149842; 149842; 364132; Integer; 22; 9.90461e+06; 4; 4; 4; 8739168; 6425484; 4684822; 3956558; 6425484; 4684822; 3956558
24; ifiss_mat.mtx; Matrix; Coordinate; General; 96307; 96307; 3599932; Real; -0.02377; 1.00028; 4; 4; 4; 43199184; 29184688; 21967662; 7567934; 29184688; 21967662; 7567934
0; IG5-10.mtx; Matrix; Coordinate; General; 652; 976; 10273; Integer; 1; 60; 2; 2; 4; 82184; 62944; 62944; 32125; 62696; 62696; 31877
0; IG5-6.mtx; Matrix; Coordinate; General; 30; 77; 251; Integer; 1; 12; 2; 2; 4; 2008; 1568; 1568; 815; 1596; 1596; 843
0; IG5-7.mtx; Matrix; Coordinate; General; 62; 150; 549; Integer; 1; 12; 2; 2; 4; 4392; 3420; 3420; 1773; 3448; 3448; 1801
0; IG5-8.mtx; Matrix; Coordinate; General; 156; 292; 1711; Integer; 1; 12; 2; 2; 4; 13688; 10580; 10580; 5447; 10586; 10586; 5453
0; IG5-9.mtx; Matrix; Coordinate; General; 342; 540; 4570; Integer; 1; 12; 2; 2; 4; 36560; 28106; 28106; 14396; 28044; 28044; 14334
10; imagesensor.mtx; Matrix; Coordinate; General; 118758; 118758; 1893170; Real; -9.17825e+18; 1.18164e+19; 4; 4; 4; 22718040; 15620396; 11813272; 3762336976; 15620396; 11813272; 3762336976
0; impcol_a.mtx; Matrix; Coordinate; General; 207; 207; 572; Real; -376; 680; 2; 2; 4; 4576; 3848; 3848; 2704; 3848; 3848; 2704
0; impcol_b.mtx; Matrix; Coordinate; General; 59; 59; 312; Real; -2.64056; 2.64056; 2; 2; 4; 2496; 1992; 1992; 1056; 1992; 1992; 1056
0; impcol_c.mtx; Matrix; Coordinate; General; 137; 137; 411; Real; -120; 10; 2; 2; 4; 3288; 2742; 2742; 1509; 2742; 2742; 1509
0; impcol_d.mtx; Matrix; Coordinate; General; 425; 425; 1339; Real; -10; 10; 2; 2; 4; 10712; 8886; 8886; 4869; 8886; 8886; 4869
0; impcol_e.mtx; Matrix; Coordinate; General; 225; 225; 1308; Real; -5000; 5000; 2; 2; 4; 10464; 8300; 8300; 5684; 8300; 8300; 5684
0; internet.mtx; Matrix; Coordinate; General; 124651; 124651; 207214; Integer; 1; 626826; 4; 4; 4; 2486568; 1951116; 1403918; 1196704; 2156316; 1511976; 1304762
0; jagmesh1.mtx; Matrix; Coordinate; Symmetric; 936; 936; 3600; Pattern; 1; 1; 2; 2; 2; 43200; 30674; 30674; 16274; 30674; 30674; 16274
0; jazz.mtx; Matrix; Coordinate; Symmetric; 198; 198; 2742; Integer; 2; 2; 2; 2; 4; 43872; 33302; 33302; 16850; 33302; 33302; 16850
0; jgl009.mtx; Matrix; Coordinate; General; 9; 9; 50; Pattern; 1; 1; 2; 2; 2; 300; 220; 220; 120; 220; 220; 120
0; jgl011.mtx; Matrix; Coordinate; General; 11; 11; 76; Pattern; 1; 1; 2; 2; 2; 456; 328; 328; 176; 328; 328; 176
0; Journals.mtx; Matrix; Coordinate; Symmetric; 124; 124; 6096; Integer; 1; 31997; 2; 2; 4; 97536; 72658; 72658; 48522; 72658; 72658; 48522
95; JP.mtx; Matrix; Coordinate; General; 87616; 67320; 13734559; Real; 1.00039e-16; 227.447; 4; 4; 4; 164814708; 110226940; 82627448; 41423771; 109992960; 82514562; 41310885
0; jpwh_991.mtx; Matrix; Coordinate; General; 991; 991; 6027; Integer; -15; 1; 2; 2; 4; 48216; 38146; 38146; 14038; 38146; 38146; 14038
1; k1_san.mtx; Matrix; Coordinate; Symmetric; 67759; 67759; 303364; Real; -7.85481; 131.387; 4; 4; 4; 7280736; 4749228; 3503774; 1824452; 4749228; 3503774; 1824452
0; karate.mtx; Matrix; Coordinate; Symmetric; 34; 34; 78; Pattern; 1; 1; 2; 2; 2; 936; 694; 694; 382; 694; 694; 382
0; kleemin.mtx; Matrix; Coordinate; General; 8; 16; 44; Integer; 1; 2e+07; 2; 2; 4; 352; 282; 282; 282; 298; 298; 298
0; klein-b1.mtx; Matrix; Coordinate; General; 30; 10; 60; Integer; -1; 1; 2; 2; 4; 480; 422; 422; 182; 382; 382; 142
0; klein-b2.mtx; Matrix; Coordinate; General; 20; 30; 60; Integer; -1; 1; 2; 2; 4; 480; 402; 402; 162; 422; 422; 182
0; kneser_6_2_1.mtx; Matrix; Coordinate; General; 601; 676; 2027; Pattern; 1; 1; 2; 2; 2; 12162; 9312; 9312; 5258; 9462; 9462; 5408
5; kron_g500-logn16.mtx; Matrix; Coordinate; Symmetric; 65536; 65536; 2456398; Integer; 1; 407; 4; 4; 4; 58953552; 39521040; 29585938; 19761000; 39521040; 29585938; 19761000
12; kron_g500-logn17.mtx; Matrix; Coordinate; Symmetric; 131072; 131072; 5114375; Integer; 1; 418; 4; 4; 4; 122745000; 82258520; 61761348; 41304628; 82258520; 61761348; 41304628
1; ky2010.mtx; Matrix; Coordinate; Symmetric; 161672; 161672; 393889; Integer; 9; 3.21509e+06; 4; 4; 4; 9453336; 6948916; 5070428; 4282650; 6948916; 5070428; 4282650
0; L.mtx; Matrix; Coordinate; Symmetric; 956; 956; 1820; Pattern; 1; 1; 2; 2; 2; 21840; 16474; 16474; 9194; 16474; 16474; 9194
25; laminar_duct3D.mtx; Matrix; Coordinate; General; 67173; 67173; 3833077; Real; -11.7453; 21.0695; 4; 4; 4; 45996924; 30933312; 23142356; 11643125; 30933312; 23152942; 11653711
0; lap_25.mtx; Matrix; Coordinate; Symmetric; 25; 25; 97; Pattern; 1; 1; 2; 2; 2; 1164; 828; 828; 440; 828; 828; 440
4; LeGresley_87936.mtx; Matrix; Coordinate; General; 87936; 87936; 593276; Real; -105519; 105480; 4; 4; 4; 7119312; 5097956; 3823510; 3230234; 5097956; 3826134; 3232858
0; lesmis.mtx; Matrix; Coordinate; Symmetric; 77; 77; 254; Integer; 1; 31; 2; 2; 4; 4064; 3204; 3204; 1680; 3204; 3204; 1680
0; LF10.mtx; Matrix; Coordinate; Symmetric; 18; 18; 50; Real; -85887.9; 171776; 2; 2; 4; 800; 530; 530; 448; 530; 530; 448
0; LFAT5.mtx; Matrix; Coordinate; Symmetric; 14; 14; 30; Real; -6.2832e+06; 1.25664e+07; 2; 2; 4; 480; 306; 306; 260; 306; 306; 260
9; lhr71.mtx; Matrix; Coordinate; General; 70304; 70304; 1528092; Real; -1; 1; 4; 4; 4; 18337104; 12505956; 9328172; 3215804; 12505956; 9309734; 3197366
8; lhr71c.mtx; Matrix; Coordinate; General; 70304; 70304; 1528092; Real; -1.001; 1.001; 4; 4; 4; 18337104; 12505956; 9328172; 3215804; 12505956; 9309734; 3197366
0; lnsp_131.mtx; Matrix; Coordinate; General; 131; 131; 536; Real; -6.31638e+09; 6.31638e+09; 2; 2; 4; 4288; 3480; 3480; 3480; 3480; 3480; 3480
0; lnsp_511.mtx; Matrix; Coordinate; General; 511; 511; 2796; Real; -2.83106e+10; 2.83106e+10; 2; 2; 4; 22368; 17800; 17800; 17800; 17800; 17800; 17800
0; lns_131.mtx; Matrix; Coordinate; General; 131; 131; 536; Real; -6.31638e+09; 6.31638e+09; 2; 2; 4; 4288; 3480; 3480; 3480; 3480; 3480; 3480
0; lns_511.mtx; Matrix; Coordinate; General; 511; 511; 2796; Real; -2.83106e+10; 2.83106e+10; 2; 2; 4; 22368; 17800; 17800; 17800; 17800; 17800; 17800
0; lock_700.mtx; Matrix; Coordinate; Symmetric; 700; 700; 11433; Pattern; 1; 1; 2; 2; 2; 137196; 92848; 92848; 47116; 92848; 92848; 47116
0; lop163.mtx; Matrix; Coordinate; General; 163; 163; 935; Real; 1e-12; 0.957143; 2; 2; 4; 7480; 5938; 5938; 2198; 5938; 5938; 2198
0; lowThrust_1.mtx; Matrix; Coordinate; Symmetric; 584; 584; 3314; Real; -4.27429; 225.146; 2; 2; 4; 53024; 37964; 37964; 19565; 37964; 37964; 19565
0; lpi_bgdbg1.mtx; Matrix; Coordinate; General; 348; 629; 1662; Real; -1; 7; 2; 2; 4; 13296; 10670; 10670; 5684; 11232; 11232; 6246
0; lpi_bgetam.mtx; Matrix; Coordinate; General; 400; 816; 2537; Real; -1000; 2000; 2; 2; 4; 20296; 16024; 16024; 10950; 16856; 16856; 11782
0; lpi_bgprtr.mtx; Matrix; Coordinate; General; 20; 40; 70; Integer; -1; 900; 2; 2; 4; 560; 462; 462; 322; 502; 502; 362
0; lpi_box1.mtx; Matrix; Coordinate; General; 231; 261; 651; Integer; -1; 1; 2; 2; 4; 5208; 4370; 4370; 1766; 4430; 4430; 1826
0; lpi_chemcom.mtx; Matrix; Coordinate; General; 288; 744; 1590; Real; -1; 1; 2; 2; 4; 12720; 10118; 10118; 3758; 11030; 11030; 4670
0; lpi_cplex2.mtx; Matrix; Coordinate; General; 224; 378; 1215; Real; -1; 1; 2; 2; 4; 9720; 7740; 7740; 2880; 8048; 8048; 3188
0; lpi_ex72a.mtx; Matrix; Coordinate; General; 197; 215; 467; Integer; -1; 1; 2; 2; 4; 3736; 3198; 3198; 1330; 3234; 3234; 1366
0; lpi_ex73a.mtx; Matrix; Coordinate; General; 193; 211; 457; Integer; -1; 1; 2; 2; 4; 3656; 3130; 3130; 1302; 3166; 3166; 1338
0; lpi_forest6.mtx; Matrix; Coordinate; General; 66; 131; 246; Real; -1; 1; 2; 2; 4; 1968; 1610; 1610; 626; 1740; 1740; 756
0; lpi_galenet.mtx; Matrix; Coordinate; General; 8; 14; 22; Integer; -1; 1; 2; 2; 4; 176; 150; 150; 62; 162; 162; 74
0; lpi_itest2.mtx; Matrix; Coordinate; General; 9; 13; 26; Real; -1; 3; 2; 2; 4; 208; 176; 176; 98; 184; 184; 106
0; lpi_itest6.mtx; Matrix; Coordinate; General; 11; 17; 29; Real; -3; 2; 2; 2; 4; 232; 198; 198; 111; 210; 210; 123
0; lpi_klein1.mtx; Matrix; Coordinate; General; 54; 108; 750; Integer; -2000; 2000; 2; 2; 4; 6000; 4610; 4610; 3110; 4718; 4718; 3218
0; lpi_klein2.mtx; Matrix; Coordinate; General; 477; 531; 5062; Integer; -2000; 1000; 2; 2; 4; 40496; 31328; 31328; 21204; 31436; 31436; 21312
0; lpi_mondou2.mtx; Matrix; Coordinate; General; 312; 604; 1208; Integer; -1; 1; 2; 2; 4; 9664; 7874; 7874; 3042; 8458; 8458; 3626
0; lpi_pang.mtx; Matrix; Coordinate; General; 361; 741; 2933; Real; -100; 99999; 2; 2; 4; 23464; 18322; 18322; 15389; 19082; 19082; 16149
0; lpi_qual.mtx; Matrix; Coordinate; General; 323; 464; 1646; Real; -2282.11; 10080; 2; 2; 4; 13168; 10524; 10524; 7232; 10806; 10806; 7514
0; lpi_reactor.mtx; Matrix; Coordinate; General; 318; 808; 2591; Real; -20000; 1; 2; 2; 4; 20728; 16184; 16184; 5820; 17164; 17164; 6800
0; lpi_refinery.mtx; Matrix; Coordinate; General; 323; 464; 1626; Real; -2400; 10080; 2; 2; 4; 13008; 10404; 10404; 7152; 10686; 10686; 7434
0; lpi_vol1.mtx; Matrix; Coordinate; General; 323; 464; 1646; Real; -2282.11; 10080; 2; 2; 4; 13168; 10524; 10524; 7232; 10806; 10806; 7514
0; lpi_woodinfe.mtx; Matrix; Coordinate; General; 35; 89; 140; Integer; -1; 1; 2; 2; 4; 1120; 912; 912; 352; 1020; 1020; 460
0; lp_adlittle.mtx; Matrix; Coordinate; General; 56; 138; 424; Real; -64.3; 55; 2; 2; 4; 3392; 2658; 2658; 1386; 2822; 2822; 1550
0; lp_afiro.mtx; Matrix; Coordinate; General; 27; 51; 102; Real; -1.06; 2.429; 2; 2; 4; 816; 668; 668; 362; 716; 716; 410
0; lp_agg.mtx; Matrix; Coordinate; General; 488; 615; 2862; Real; -2.43911; 424; 2; 2; 4; 22896; 18150; 18150; 12426; 18404; 18404; 12680
0; lp_agg2.mtx; Matrix; Coordinate; General; 516; 758; 4740; Real; -2.43911; 424; 2; 2; 4; 37920; 29474; 29474; 19994; 29958; 29958; 20478
0; lp_agg3.mtx; Matrix; Coordinate; General; 516; 758; 4756; Real; -2.43911; 424; 2; 2; 4; 38048; 29570; 29570; 20058; 30054; 30054; 20542
0; lp_bandm.mtx; Matrix; Coordinate; General; 305; 472; 2494; Real; -104; 200; 2; 2; 4; 19952; 15576; 15576; 8094; 15910; 15910; 8428
0; lp_beaconfd.mtx; Matrix; Coordinate; General; 173; 295; 3408; Real; -100; 500; 2; 2; 4; 27264; 20796; 20796; 13980; 21040; 21040; 14224
0; lp_blend.mtx; Matrix; Coordinate; General; 74; 114; 522; Real; -14; 66; 2; 2; 4; 4176; 3282; 3282; 1716; 3362; 3362; 1796
0; lp_bore3d.mtx; Matrix; Coordinate; General; 233; 334; 1448; Real; -1426.9; 90.9; 2; 2; 4; 11584; 9156; 9156; 4812; 9358; 9358; 5014
0; lp_brandy.mtx; Matrix; Coordinate; General; 220; 303; 2202; Real; -60; 203.7; 2; 2; 4; 17616; 13600; 13600; 6994; 13820; 13820; 7214
0; lp_capri.mtx; Matrix; Coordinate; General; 271; 482; 1896; Real; -17.0784; 217.745; 2; 2; 4; 15168; 11920; 11920; 6232; 12342; 12342; 6654
0; lp_degen2.mtx; Matrix; Coordinate; General; 444; 757; 4201; Integer; -1; 1; 2; 2; 4; 33608; 26096; 26096; 9292; 26722; 26722; 9918
0; lp_e226.mtx; Matrix; Coordinate; General; 223; 472; 2768; Real; -1486.2; 771; 2; 2; 4; 22144; 17056; 17056; 11520; 17554; 17554; 12018
0; lp_etamacro.mtx; Matrix; Coordinate; General; 400; 816; 2537; Real; -1000; 2000; 2; 2; 4; 20296; 16024; 16024; 10950; 16856; 16856; 11782
0; lp_grow15.mtx; Matrix; Coordinate; General; 300; 645; 5620; Real; -1; 1; 2; 2; 4; 44960; 34322; 34322; 11842; 35012; 35012; 12532
0; lp_grow22.mtx; Matrix; Coordinate; General; 440; 946; 8252; Real; -1; 1; 2; 2; 4; 66016; 50394; 50394; 17386; 51406; 51406; 18398
0; lp_grow7.mtx; Matrix; Coordinate; General; 140; 301; 2612; Real; -1; 1; 2; 2; 4; 20896; 15954; 15954; 5506; 16276; 16276; 5828
0; lp_israel.mtx; Matrix; Coordinate; General; 174; 316; 2443; Real; -1600; 1600; 2; 2; 4; 19544; 15008; 15008; 10122; 15292; 15292; 10406
0; lp_kb2.mtx; Matrix; Coordinate; General; 43; 68; 313; Real; -107.52; 113; 2; 2; 4; 2504; 1966; 1966; 1027; 2016; 2016; 1077
0; lp_ken_18.mtx; Matrix; Coordinate; General; 105127; 154699; 358171; Integer; -1; 1; 4; 4; 4; 4298052; 3285880; 2437898; 1005214; 3484168; 2519770; 1087086
0; lp_lotfi.mtx; Matrix; Coordinate; General; 153; 366; 1136; Real; -475; 1000; 2; 2; 4; 9088; 7124; 7124; 4852; 7550; 7550; 5278
0; lp_nug05.mtx; Matrix; Coordinate; General; 210; 225; 1050; Integer; -1; 1; 2; 2; 4; 8400; 6722; 6722; 2522; 6752; 6752; 2552
0; lp_nug06.mtx; Matrix; Coordinate; General; 372; 486; 2232; Integer; -1; 1; 2; 2; 4; 17856; 14138; 14138; 5210; 14366; 14366; 5438
0; lp_nug07.mtx; Matrix; Coordinate; General; 602; 931; 4214; Integer; -1; 1; 2; 2; 4; 33712; 26490; 26490; 9634; 27148; 27148; 10292
0; lp_recipe.mtx; Matrix; Coordinate; General; 91; 204; 687; Real; -93; 145; 2; 2; 4; 5496; 4306; 4306; 2245; 4532; 4532; 2471
0; lp_sc105.mtx; Matrix; Coordinate; General; 105; 163; 340; Real; -1; 2; 2; 2; 4; 2720; 2252; 2252; 1232; 2368; 2368; 1348
0; lp_sc205.mtx; Matrix; Coordinate; General; 205; 317; 665; Real; -1; 2; 2; 2; 4; 5320; 4402; 4402; 2407; 4626; 4626; 2631
0; lp_sc50a.mtx; Matrix; Coordinate; General; 50; 78; 160; Real; -1; 2; 2; 2; 4; 1280; 1062; 1062; 582; 1118; 1118; 638
0; lp_sc50b.mtx; Matrix; Coordinate; General; 50; 78; 148; Real; -1; 3; 2; 2; 4; 1184; 990; 990; 546; 1046; 1046; 602
0; lp_scagr25.mtx; Matrix; Coordinate; General; 471; 671; 1725; Real; -9.32; 1.5; 2; 2; 4; 13800; 11294; 11294; 4394; 11694; 11694; 4794
0; lp_scagr7.mtx; Matrix; Coordinate; General; 129; 185; 465; Real; -9.32; 1.5; 2; 2; 4; 3720; 3050; 3050; 1190; 3162; 3162; 1302
0; lp_scfxm1.mtx; Matrix; Coordinate; General; 330; 600; 2732; Real; -130; 99; 2; 2; 4; 21856; 17054; 17054; 8858; 17594; 17594; 9398
0; lp_scorpion.mtx; Matrix; Coordinate; General; 388; 466; 1534; Real; -1; 1; 2; 2; 4; 12272; 9982; 9982; 3846; 10138; 10138; 4002
0; lp_scsd1.mtx; Matrix; Coordinate; General; 77; 760; 2388; Real; -1; 1; 2; 2; 4; 19104; 14484; 14484; 4932; 15850; 15850; 6298
0; lp_sctap1.mtx; Matrix; Coordinate; General; 300; 660; 1872; Integer; -33; 80; 2; 2; 4; 14976; 11834; 11834; 6218; 12554; 12554; 6938
0; lp_share1b.mtx; Matrix; Coordinate; General; 117; 253; 1179; Real; -479.56; 1322.23; 2; 2; 4; 9432; 7310; 7310; 4952; 7582; 7582; 5224
0; lp_share2b.mtx; Matrix; Coordinate; General; 96; 162; 777; Real; -103; 101; 2; 2; 4; 6216; 4856; 4856; 2525; 4988; 4988; 2657
0; lp_stair.mtx; Matrix; Coordinate; General; 356; 614; 4003; Real; -3; 9.85263; 2; 2; 4; 32024; 24732; 24732; 12723; 25248; 25248; 13239
0; lp_stocfor1.mtx; Matrix; Coordinate; General; 117; 165; 501; Real; -1; 336.6; 2; 2; 4; 4008; 3242; 3242; 2240; 3338; 3338; 2336
0; lp_tuff.mtx; Matrix; Coordinate; General; 333; 628; 4561; Real; -240; 10000; 2; 2; 4; 36488; 27972; 27972; 18850; 28624; 28624; 19502
0; lp_vtp_base.mtx; Matrix; Coordinate; General; 198; 346; 1051; Real; -300; 4000; 2; 2; 4; 8408; 6704; 6704; 4602; 7000; 7000; 4898
0; lshp_265.mtx; Matrix; Coordinate; Symmetric; 265; 265; 1009; Pattern; 1; 1; 2; 2; 2; 12108; 8604; 8604; 4568; 8604; 8604; 4568
0; lshp_406.mtx; Matrix; Coordinate; Symmetric; 406; 406; 1561; Pattern; 1; 1; 2; 2; 2; 18732; 13302; 13302; 7058; 13302; 13302; 7058
0; lshp_577.mtx; Matrix; Coordinate; Symmetric; 577; 577; 2233; Pattern; 1; 1; 2; 2; 2; 26796; 19020; 19020; 10088; 19020; 19020; 10088
0; lshp_778.mtx; Matrix; Coordinate; Symmetric; 778; 778; 3025; Pattern; 1; 1; 2; 2; 2; 36300; 25758; 25758; 13658; 25758; 25758; 13658
0; lund_a.mtx; Matrix; Coordinate; Symmetric; 147; 147; 1298; Real; -1.21795e+07; 1.5e+08; 2; 2; 4; 20768; 14990; 14990; 14990; 14990; 14990; 14990
0; lund_b.mtx; Matrix; Coordinate; Symmetric; 147; 147; 1294; Real; -714.286; 3775.51; 2; 2; 4; 20704; 14942; 14942; 10060; 14942; 14942; 10060
3; lung2.mtx; Matrix; Coordinate; General; 109460; 109460; 492564; Real; -248.922; 262.578; 4; 4; 4; 5910768; 4378356; 3175140; 2190012; 4378356; 3175136; 2190008
0; luxembourg_osm.mtx; Matrix; Coordinate; Symmetric; 114599; 114599; 119666; Pattern; 1; 1; 4; 4; 2; 2393320; 1894392; 1204800; 726136; 1894392; 1204800; 726136
0; M10PI_n.mtx; Matrix; Coordinate; General; 682; 682; 1633; Real; -66.7931; 1.0305; 2; 2; 4; 13064; 11164; 11164; 4632; 11164; 11164; 4632
0; M10PI_n1.mtx; Matrix; Coordinate; General; 528; 528; 1317; Real; -2.93035; 1.0305; 2; 2; 4; 10536; 8958; 8958; 3690; 8958; 8958; 3690
0; ma2010.mtx; Matrix; Coordinate; Symmetric; 157508; 157508; 388305; Integer; 39; 7.01832e+06; 4; 4; 4; 9319320; 6842916; 4994972; 4218362; 6842916; 4994972; 4218362
9; majorbasis.mtx; Matrix; Coordinate; General; 160000; 160000; 1750416; Real; -41.0564; 99.9605; 4; 4; 4; 21004992; 14643332; 11316910; 6065662; 14643332; 11259854; 6008606
0; Maragal_1.mtx; Matrix; Coordinate; General; 32; 14; 234; Real; -1.65679; 1.94681; 2; 2; 4; 1872; 1470; 1470; 534; 1434; 1434; 498
0; Maragal_2.mtx; Matrix; Coordinate; General; 555; 350; 4357; Real; -2.61698; 2.11915; 2; 2; 4; 34856; 27216; 27216; 14145; 26664; 26664; 13593
14; matrix-new_3.mtx; Matrix; Coordinate; General; 125329; 125329; 2678750; Real; -1; 1; 4; 4; 4; 32145000; 21931320; 16343376; 5628376; 21931320; 16371310; 5656310
11; matrix_9.mtx; Matrix; Coordinate; General; 103430; 103430; 2121550; Real; -1; 1; 4; 4; 4; 25458600; 17386124; 12953702; 4467502; 17386124; 12961752; 4475552
0; mbeacxc.mtx; Matrix; Coordinate; General; 496; 496; 49920; Real; -0.0248691; 0.74266; 2; 2; 4; 399360; 300418; 300418; 100738; 300492; 300492; 100812
