ElapsedS; File; Object; Format; Symmetry; Rows; Columns; NonzeroEntries; FieldType; MinValue; MaxValue; Coordinate_RIB; Coordinate_CIB; Coordinate_VB; Coordinate_Bytes; CSR_Bytes; SCSR_Bytes; SCSR+_Bytes; CSC_Bytes; SCSC_Bytes; SCSC+_Bytes
0; mbeaflw.mtx; Matrix; Coordinate; General; 496; 496; 49920; Real; -3.8; 15490.2; 2; 2; 4; 399360; 300418; 300418; 200578; 300492; 300492; 200652
0; mbeause.mtx; Matrix; Coordinate; General; 496; 496; 41063; Real; -3.9; 18108.6; 2; 2; 4; 328504; 247276; 247276; 165150; 247360; 247360; 165234
0; mcca.mtx; Matrix; Coordinate; General; 180; 180; 2659; Real; -1.54994e+19; 9.31139e+18; 2; 2; 4; 21272; 16316; 16316; 3489666608; 16316; 16316; 3489666608
0; mcfe.mtx; Matrix; Coordinate; General; 765; 765; 24382; Real; -1.23853e+17; 3.15284e+16; 2; 2; 4; 195056; 147824; 147824; 147824; 147824; 147824; 147824
0; md2010.mtx; Matrix; Coordinate; Symmetric; 145247; 145247; 350189; Integer; 9; 3.37338e+06; 4; 4; 4; 8404536; 6184016; 4502062; 3801684; 6184016; 4502062; 3801684
0; me2010.mtx; Matrix; Coordinate; Symmetric; 69518; 69518; 167738; Integer; 80; 6.1213e+06; 4; 4; 4; 4025712; 2961884; 2162306; 1826830; 2961884; 2162306; 1826830
0; mesh1e1.mtx; Matrix; Coordinate; Symmetric; 48; 48; 177; Real; -0.405002; 5.96844; 2; 2; 4; 2832; 1934; 1934; 1016; 1934; 1934; 1016
0; mesh1em1.mtx; Matrix; Coordinate; Symmetric; 48; 48; 177; Real; -9.92783; 22.3193; 2; 2; 4; 2832; 1934; 1934; 1016; 1934; 1934; 1016
0; mesh1em6.mtx; Matrix; Coordinate; Symmetric; 48; 48; 177; Real; -0.523367; 5.29145; 2; 2; 4; 2832; 1934; 1934; 1016; 1934; 1934; 1016
0; mesh2e1.mtx; Matrix; Coordinate; Symmetric; 306; 306; 1162; Real; -1.22321; 246.35; 2; 2; 4; 18592; 12722; 12722; 6668; 12722; 12722; 6668
0; mesh2em5.mtx; Matrix; Coordinate; Symmetric; 306; 306; 1162; Real; -0.759954; 146.824; 2; 2; 4; 18592; 12722; 12722; 6668; 12722; 12722; 6668
0; mesh3e1.mtx; Matrix; Coordinate; Symmetric; 289; 289; 1089; Real; 0; 5; 2; 2; 4; 17424; 11914; 11914; 6247; 11914; 11914; 6247
0; mesh3em5.mtx; Matrix; Coordinate; Symmetric; 289; 289; 1089; Real; 0; 3; 2; 2; 4; 17424; 11914; 11914; 6247; 11914; 11914; 6247
0; mhda416.mtx; Matrix; Coordinate; General; 416; 416; 8562; Real; -508.165; 2383.29; 2; 2; 4; 68496; 52206; 52206; 35082; 52206; 52206; 35082
0; mhdb416.mtx; Matrix; Coordinate; Symmetric; 416; 416; 1364; Real; -0.166668; 1.66667; 2; 2; 4; 21824; 14706; 14706; 5458; 14706; 14706; 5458
0; mk10-b1.mtx; Matrix; Coordinate; General; 630; 45; 1260; Integer; -1; 1; 2; 2; 4; 10080; 8822; 8822; 3782; 7652; 7652; 2612
0; mk11-b1.mtx; Matrix; Coordinate; General; 990; 55; 1980; Integer; -1; 1; 2; 2; 4; 15840; 13862; 13862; 5942; 11992; 11992; 4072
0; mk9-b1.mtx; Matrix; Coordinate; General; 378; 36; 756; Integer; -1; 1; 2; 2; 4; 6048; 5294; 5294; 2270; 4610; 4610; 1586
0; model1.mtx; Matrix; Coordinate; General; 362; 798; 3028; Real; -1; 3; 2; 2; 4; 24224; 18894; 18894; 9810; 19766; 19766; 10682
4; mri1.mtx; Matrix; Coordinate; General; 65536; 147456; 589824; Real; 0.0066227; 1; 4; 4; 4; 7077888; 4980740; 3671522; 1312226; 5177148; 3768252; 1408956
0; msc00726.mtx; Matrix; Coordinate; Symmetric; 726; 726; 17622; Real; -2.95379e+08; 1.62255e+09; 2; 2; 4; 281952; 208562; 208562; 208562; 208562; 208562; 208562
0; mt2010.mtx; Matrix; Coordinate; Symmetric; 132288; 132288; 319334; Integer; 19; 4.60863e+07; 4; 4; 4; 7664016; 5638500; 4117960; 4117960; 5638500; 4117960; 4117960
0; mycielskian10.mtx; Matrix; Coordinate; Symmetric; 767; 767; 22196; Pattern; 1; 1; 2; 2; 2; 266352; 179104; 179104; 90320; 179104; 179104; 90320
